word,true_label,predicted_label,error_type,pos_tag,fgpos_tag,sentence
looking,1,1,Correct,VERB,VBG,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
prisoners,0,0,Correct,NOUN,NNS,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
customers,1,0,False Negative,NOUN,NNS,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
direct,1,1,Correct,ADJ,JJ,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
consumers,1,0,False Negative,NOUN,NNS,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
service,0,0,Correct,NOUN,NN,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
explained,0,0,Correct,VERB,VBD,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
Mr,0,0,Correct,PROPN,NNP,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
Stephen,0,0,Correct,PROPN,NNP,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
Twinn,0,0,Correct,PROPN,NNP,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
prison,0,0,Correct,NOUN,NN,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
director,0,0,Correct,NOUN,NN,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
spent,1,1,Correct,VERB,VBN,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
years,0,0,Correct,NOUN,NNS,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
public,0,0,Correct,ADJ,JJ,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
sector,1,1,Correct,NOUN,NN,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
various,0,0,Correct,ADJ,JJ,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
grades,0,1,False Positive,NOUN,NNS,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
prison,0,0,Correct,NOUN,NN,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
governor,0,0,Correct,PROPN,NNP,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
getting,0,0,Correct,VERB,VBG,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
dressed,0,0,Correct,VERB,VBN,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
came,1,1,Correct,VERB,VBD,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
news,0,0,Correct,NOUN,NN,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
said,0,0,Correct,VERB,VBD,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
Mr,0,0,Correct,PROPN,NNP,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
Tyson,0,0,Correct,PROPN,NNP,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
former,0,0,Correct,ADJ,JJ,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
clerk,0,0,Correct,NOUN,NN,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
works,0,0,Correct,NOUN,NNS,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
Harrow,0,0,Correct,PROPN,NNP,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
council,0,0,Correct,PROPN,NNP,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
London,0,0,Correct,PROPN,NNP,"‘ It was about 8.30am and I was just getting dressed when it came over on the news , ’ said Mr Tyson , a former clerk of works at Harrow council , London ."
late,0,0,Correct,ADV,RB,‘ It will be too late .
easy,0,0,Correct,ADJ,JJ,"‘ It wo n't be easy , ‘ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard ."
said,0,0,Correct,VERB,VBD,"‘ It wo n't be easy , ‘ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard ."
grimly,0,1,False Positive,ADV,RB,"‘ It wo n't be easy , ‘ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard ."
suddenly,0,0,Correct,ADV,RB,"‘ It wo n't be easy , ‘ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard ."
rather,0,0,Correct,ADV,RB,"‘ It wo n't be easy , ‘ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard ."
glad,0,0,Correct,ADJ,JJ,"‘ It wo n't be easy , ‘ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard ."
taciturn,0,0,Correct,ADJ,JJ,"‘ It wo n't be easy , ‘ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard ."
Chatterton,0,0,Correct,PROPN,NNP,"‘ It wo n't be easy , ‘ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard ."
main,0,0,Correct,ADJ,JJ,"‘ Its main concerns would become food and the people who consume it , not farming and those who produce it . ’"
concerns,1,0,False Negative,NOUN,NNS,"‘ Its main concerns would become food and the people who consume it , not farming and those who produce it . ’"
become,0,0,Correct,VERB,VB,"‘ Its main concerns would become food and the people who consume it , not farming and those who produce it . ’"
food,0,0,Correct,NOUN,NN,"‘ Its main concerns would become food and the people who consume it , not farming and those who produce it . ’"
people,0,0,Correct,NOUN,NNS,"‘ Its main concerns would become food and the people who consume it , not farming and those who produce it . ’"
consume,0,0,Correct,VERB,VB,"‘ Its main concerns would become food and the people who consume it , not farming and those who produce it . ’"
farming,0,0,Correct,NOUN,NN,"‘ Its main concerns would become food and the people who consume it , not farming and those who produce it . ’"
produce,0,0,Correct,VERB,VB,"‘ Its main concerns would become food and the people who consume it , not farming and those who produce it . ’"
Kind,0,0,Correct,ADV,RB,"‘ Kind of starving , ’ she justified her theft , then poured herself some diet soda ."
starving,1,1,Correct,VERB,VBG,"‘ Kind of starving , ’ she justified her theft , then poured herself some diet soda ."
justified,0,0,Correct,ADJ,JJ,"‘ Kind of starving , ’ she justified her theft , then poured herself some diet soda ."
theft,1,0,False Negative,NOUN,NN,"‘ Kind of starving , ’ she justified her theft , then poured herself some diet soda ."
poured,0,0,Correct,VERB,VBN,"‘ Kind of starving , ’ she justified her theft , then poured herself some diet soda ."
diet,0,0,Correct,PROPN,NNP,"‘ Kind of starving , ’ she justified her theft , then poured herself some diet soda ."
soda,0,0,Correct,NOUN,NN,"‘ Kind of starving , ’ she justified her theft , then poured herself some diet soda ."
Laibon,0,0,Correct,NOUN,NN,"‘ Laibon , great-grandson of Mbatian , you must think again ."
great-grandson,0,0,Correct,ADJ,JJ,"‘ Laibon , great-grandson of Mbatian , you must think again ."
Mbatian,0,0,Correct,PROPN,NNP,"‘ Laibon , great-grandson of Mbatian , you must think again ."
think,0,0,Correct,VERB,VB,"‘ Laibon , great-grandson of Mbatian , you must think again ."
Little,1,0,False Negative,ADJ,JJ,‘ Little Orphan Annie ?
Orphan,0,0,Correct,PROPN,NNP,‘ Little Orphan Annie ?
Annie,0,0,Correct,PROPN,NNP,‘ Little Orphan Annie ?
Little,0,0,Correct,ADJ,JJ,"‘ Little one , I would like to speak with you . ’"
one,0,0,Correct,NUM,CD,"‘ Little one , I would like to speak with you . ’"
like,0,0,Correct,SCONJ,IN,"‘ Little one , I would like to speak with you . ’"
speak,0,0,Correct,VERB,VB,"‘ Little one , I would like to speak with you . ’"
Livelier,0,0,Correct,ADJ,JJR,‘ Livelier ? ’
Madame,0,0,Correct,PROPN,NNP,"‘ Madame Mattli will be coming to Bristol herself , ’ Arlene continued ."
Mattli,0,0,Correct,PROPN,NNP,"‘ Madame Mattli will be coming to Bristol herself , ’ Arlene continued ."
coming,0,0,Correct,VERB,VBG,"‘ Madame Mattli will be coming to Bristol herself , ’ Arlene continued ."
Bristol,0,0,Correct,PROPN,NNP,"‘ Madame Mattli will be coming to Bristol herself , ’ Arlene continued ."
Arlene,0,0,Correct,PROPN,NNP,"‘ Madame Mattli will be coming to Bristol herself , ’ Arlene continued ."
continued,0,0,Correct,VERB,VBN,"‘ Madame Mattli will be coming to Bristol herself , ’ Arlene continued ."
Major,0,0,Correct,ADJ,JJ,‘ Major Fairfax .
Fairfax,0,0,Correct,PROPN,NNP,‘ Major Fairfax .
Many,0,0,Correct,ADJ,JJ,‘ Many of my people saw me .
people,0,0,Correct,NOUN,NNS,‘ Many of my people saw me .
saw,0,0,Correct,VERB,VBD,‘ Many of my people saw me .
Marxism,0,0,Correct,PROPN,NNP,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
hand,1,1,Correct,NOUN,NN,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
Sartre,0,0,Correct,PROPN,NNP,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
claims,0,1,False Positive,NOUN,NNS,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
History,0,0,Correct,NOUN,NN,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
becoming,0,0,Correct,VERB,VBG,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
conscious,1,1,Correct,ADJ,JJ,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
becoming,0,0,Correct,VERB,VBG,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
conscious,1,1,Correct,ADJ,JJ,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
subject,1,1,Correct,ADJ,JJ,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
history,0,0,Correct,NOUN,NN,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
working,0,0,Correct,VERB,VBG,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
class,0,0,Correct,NOUN,NN,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
understand,1,0,False Negative,VERB,VB,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
history,0,0,Correct,NOUN,NN,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
meaning,0,0,Correct,NOUN,NN,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
recognize,1,1,Correct,VERB,VB,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
meaning,0,0,Correct,NOUN,NN,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
history,0,0,Correct,NOUN,NN,"‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history ."
father,0,0,Correct,PROPN,NNP,"‘ My father was an industrial chemist and he said if you want to go and work for them , go and work for them . ’"
industrial,0,0,Correct,ADJ,JJ,"‘ My father was an industrial chemist and he said if you want to go and work for them , go and work for them . ’"
chemist,0,0,Correct,PROPN,NNP,"‘ My father was an industrial chemist and he said if you want to go and work for them , go and work for them . ’"
said,0,0,Correct,VERB,VBD,"‘ My father was an industrial chemist and he said if you want to go and work for them , go and work for them . ’"
want,0,0,Correct,VERB,VB,"‘ My father was an industrial chemist and he said if you want to go and work for them , go and work for them . ’"
go,0,0,Correct,VERB,VB,"‘ My father was an industrial chemist and he said if you want to go and work for them , go and work for them . ’"
work,0,0,Correct,NOUN,NN,"‘ My father was an industrial chemist and he said if you want to go and work for them , go and work for them . ’"
go,0,0,Correct,VERB,VB,"‘ My father was an industrial chemist and he said if you want to go and work for them , go and work for them . ’"
work,0,0,Correct,NOUN,NN,"‘ My father was an industrial chemist and he said if you want to go and work for them , go and work for them . ’"
heart,0,0,Correct,NOUN,NN,"‘ My heart is breaking , ’ she says ."
breaking,1,1,Correct,VERB,VBG,"‘ My heart is breaking , ’ she says ."
says,0,0,Correct,VERB,VBZ,"‘ My heart is breaking , ’ she says ."
Never,0,0,Correct,ADV,RB,‘ Never has homo faber better understood that he has made history and never has he felt so powerless before history ’ .
better,0,0,Correct,ADV,RBR,‘ Never has homo faber better understood that he has made history and never has he felt so powerless before history ’ .
understood,0,0,Correct,VERB,VBD,‘ Never has homo faber better understood that he has made history and never has he felt so powerless before history ’ .
made,1,1,Correct,VERB,VBN,‘ Never has homo faber better understood that he has made history and never has he felt so powerless before history ’ .
history,0,0,Correct,NOUN,NN,‘ Never has homo faber better understood that he has made history and never has he felt so powerless before history ’ .
never,0,0,Correct,ADV,RB,‘ Never has homo faber better understood that he has made history and never has he felt so powerless before history ’ .
felt,1,1,Correct,VERB,VBD,‘ Never has homo faber better understood that he has made history and never has he felt so powerless before history ’ .
powerless,0,1,False Positive,ADJ,JJ,‘ Never has homo faber better understood that he has made history and never has he felt so powerless before history ’ .
history,0,0,Correct,NOUN,NN,‘ Never has homo faber better understood that he has made history and never has he felt so powerless before history ’ .
make,1,1,Correct,VERB,VB,"‘ No , I 'm here to make a report to the governor . ’"
report,0,0,Correct,NOUN,NN,"‘ No , I 'm here to make a report to the governor . ’"
governor,0,0,Correct,PROPN,NNP,"‘ No , I 'm here to make a report to the governor . ’"
steal,1,0,False Negative,VERB,VB,"‘ No , idiot — not so that I can steal them ."
please,0,0,Correct,INTJ,UH,"‘ No , no , please ."
sir,0,0,Correct,PROPN,NNP,"‘ No , sir , but we got the Larusa translator in ."
got,0,1,False Positive,VERB,VBD,"‘ No , sir , but we got the Larusa translator in ."
Larusa,0,0,Correct,PROPN,NNP,"‘ No , sir , but we got the Larusa translator in ."
translator,0,0,Correct,NOUN,NN,"‘ No , sir , but we got the Larusa translator in ."
House,0,0,Correct,NOUN,NN,‘ No — now I 'm with the House of Oliver . ’
Oliver,0,0,Correct,PROPN,NNP,‘ No — now I 'm with the House of Oliver . ’
several,0,0,Correct,ADJ,JJ,"‘ Not once but several times , ’ he added ."
times,0,0,Correct,NOUN,NNS,"‘ Not once but several times , ’ he added ."
added,1,1,Correct,VERB,VBD,"‘ Not once but several times , ’ he added ."
really,0,0,Correct,ADV,RB,‘ Not really .
Nothing,0,0,Correct,PRON,NN,‘ Nothing major .
major,0,0,Correct,ADJ,JJ,‘ Nothing major .
want,0,0,Correct,VERB,VB,"‘ Now , do you want to tell me all the facts ? ’"
tell,0,1,False Positive,VERB,VB,"‘ Now , do you want to tell me all the facts ? ’"
facts,0,0,Correct,NOUN,NNS,"‘ Now , do you want to tell me all the facts ? ’"
get,1,1,Correct,AUX,VB,‘ Now that they ca n't get hold of cocaine they 'll just crash out . ’
hold,1,1,Correct,VERB,VB,‘ Now that they ca n't get hold of cocaine they 'll just crash out . ’
cocaine,0,0,Correct,NOUN,NN,‘ Now that they ca n't get hold of cocaine they 'll just crash out . ’
crash,0,1,False Positive,PROPN,NNP,‘ Now that they ca n't get hold of cocaine they 'll just crash out . ’
Obviously,0,0,Correct,ADV,RB,‘ Obviously not .
course,0,0,Correct,NOUN,NN,‘ Of course .
Lord,0,1,False Positive,PROPN,NNP,‘ Oh Lord !
Paula,0,0,Correct,PROPN,NNP,‘ Oh Paula ! ’
hell,1,1,Correct,NOUN,NN,"‘ Oh hell , I shall have to go . ’"
go,0,1,False Positive,VERB,VB,"‘ Oh hell , I shall have to go . ’"
rubbish,1,1,Correct,NOUN,NN,‘ Oh what rubbish ! ’
Paula,0,0,Correct,PROPN,NNP,"‘ Oh yes , ’ Paula said , brimming with suppressed excitement ."
said,0,0,Correct,VERB,VBD,"‘ Oh yes , ’ Paula said , brimming with suppressed excitement ."
brimming,1,1,Correct,VERB,VBG,"‘ Oh yes , ’ Paula said , brimming with suppressed excitement ."
suppressed,1,1,Correct,VERB,VBN,"‘ Oh yes , ’ Paula said , brimming with suppressed excitement ."
excitement,0,0,Correct,NOUN,NN,"‘ Oh yes , ’ Paula said , brimming with suppressed excitement ."
Ole,0,0,Correct,PROPN,NNP,"‘ Ole Sentue , I agree with you ."
Sentue,0,0,Correct,NOUN,NN,"‘ Ole Sentue , I agree with you ."
agree,0,0,Correct,VERB,VBP,"‘ Ole Sentue , I agree with you ."
people,0,0,Correct,NOUN,NNS,‘ Our people also fought the Germans . ’
also,0,0,Correct,ADV,RB,‘ Our people also fought the Germans . ’
fought,0,0,Correct,VERB,VBN,‘ Our people also fought the Germans . ’
Germans,0,0,Correct,PROPN,NNPS,‘ Our people also fought the Germans . ’
Perhaps,0,0,Correct,ADV,RB,‘ Perhaps .
Pillow,0,0,Correct,NOUN,NN,‘ Pillow talk ! ’
talk,0,0,Correct,VERB,VB,‘ Pillow talk ! ’
Tom,0,0,Correct,PROPN,NNP,"‘ Please , Tom ."
Tom,0,0,Correct,PROPN,NNP,"‘ Please , Tom . ’"
Please,0,0,Correct,INTJ,UH,‘ Please God . ’
God,0,0,Correct,PROPN,NNP,‘ Please God . ’
Promise,0,0,Correct,NOUN,NN,‘ Promise you 'll look in and say hello when you have time . ’
look,0,0,Correct,VERB,VB,‘ Promise you 'll look in and say hello when you have time . ’
say,0,1,False Positive,VERB,VB,‘ Promise you 'll look in and say hello when you have time . ’
time,0,0,Correct,NOUN,NN,‘ Promise you 'll look in and say hello when you have time . ’
Rickie,0,0,Correct,PROPN,NNP,"‘ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period ."
stopped,0,1,False Positive,VERB,VBD,"‘ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period ."
cocaine,0,0,Correct,NOUN,NN,"‘ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period ."
day,0,0,Correct,NOUN,NN,"‘ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period ."
ago,0,0,Correct,ADV,RB,"‘ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period ."
means,1,1,Correct,VERB,VBZ,"‘ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period ."
probably,0,0,Correct,ADV,RB,"‘ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period ."
already,0,0,Correct,ADV,RB,"‘ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period ."
crash,1,1,Correct,PROPN,NNP,"‘ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period ."
period,0,0,Correct,NOUN,NN,"‘ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period ."
See,1,0,False Negative,VERB,VB,"‘ See if you can rustle up a cup of tea for Paula and me , please . ’"
rustle,0,0,Correct,VERB,VB,"‘ See if you can rustle up a cup of tea for Paula and me , please . ’"
cup,0,0,Correct,PROPN,NNP,"‘ See if you can rustle up a cup of tea for Paula and me , please . ’"
tea,0,0,Correct,NOUN,NN,"‘ See if you can rustle up a cup of tea for Paula and me , please . ’"
Paula,0,0,Correct,PROPN,NNP,"‘ See if you can rustle up a cup of tea for Paula and me , please . ’"
please,0,0,Correct,INTJ,UH,"‘ See if you can rustle up a cup of tea for Paula and me , please . ’"
Shall,0,0,Correct,VERB,MD,‘ Shall we sit over there in the corner ? ’
sit,0,0,Correct,VERB,VB,‘ Shall we sit over there in the corner ? ’
corner,0,0,Correct,NOUN,NN,‘ Shall we sit over there in the corner ? ’
Shall,0,0,Correct,VERB,MD,‘ Shall we take some coffee now ? ’
take,1,0,False Negative,VERB,VB,‘ Shall we take some coffee now ? ’
coffee,0,0,Correct,NOUN,NN,‘ Shall we take some coffee now ? ’
OK,0,0,Correct,INTJ,UH,"‘ She 's OK , but him ? ’"
best,0,0,Correct,ADJ,JJS,‘ She 's the best I could get … ’
get,0,0,Correct,AUX,VB,‘ She 's the best I could get … ’
allowed,0,0,Correct,VERB,VBN,"‘ She allowed a man to persuade her into taking the drug , so she can only blame herself for her predicament ."
man,0,0,Correct,NOUN,NN,"‘ She allowed a man to persuade her into taking the drug , so she can only blame herself for her predicament ."
persuade,0,1,False Positive,VERB,VB,"‘ She allowed a man to persuade her into taking the drug , so she can only blame herself for her predicament ."
taking,0,1,False Positive,VERB,VBG,"‘ She allowed a man to persuade her into taking the drug , so she can only blame herself for her predicament ."
drug,0,0,Correct,NOUN,NN,"‘ She allowed a man to persuade her into taking the drug , so she can only blame herself for her predicament ."
blame,0,0,Correct,NOUN,NN,"‘ She allowed a man to persuade her into taking the drug , so she can only blame herself for her predicament ."
predicament,0,1,False Positive,NOUN,NN,"‘ She allowed a man to persuade her into taking the drug , so she can only blame herself for her predicament ."
distressingly,0,1,False Positive,ADV,RB,"‘ She has a distressingly simple mind , with only room for a single idea at any one time ."
simple,0,1,False Positive,ADJ,JJ,"‘ She has a distressingly simple mind , with only room for a single idea at any one time ."
mind,0,0,Correct,NOUN,NN,"‘ She has a distressingly simple mind , with only room for a single idea at any one time ."
room,1,1,Correct,NOUN,NN,"‘ She has a distressingly simple mind , with only room for a single idea at any one time ."
single,0,0,Correct,ADJ,JJ,"‘ She has a distressingly simple mind , with only room for a single idea at any one time ."
idea,0,0,Correct,NOUN,NN,"‘ She has a distressingly simple mind , with only room for a single idea at any one time ."
time,0,0,Correct,NOUN,NN,"‘ She has a distressingly simple mind , with only room for a single idea at any one time ."
unhappy,0,0,Correct,ADJ,JJ,‘ She is unhappy .
first,0,0,Correct,ADV,RB,‘ She must first ask her father who lives far away . ’
ask,0,0,Correct,VERB,VB,‘ She must first ask her father who lives far away . ’
father,0,0,Correct,PROPN,NNP,‘ She must first ask her father who lives far away . ’
lives,0,0,Correct,VERB,VBZ,‘ She must first ask her father who lives far away . ’
far,0,0,Correct,ADV,RB,‘ She must first ask her father who lives far away . ’
away,0,0,Correct,ADV,RB,‘ She must first ask her father who lives far away . ’
Chatterton,0,0,Correct,PROPN,NNP,"‘ She wo n't have done that , ’ Chatterton said with conviction ."
said,0,0,Correct,VERB,VBD,"‘ She wo n't have done that , ’ Chatterton said with conviction ."
conviction,1,0,False Negative,NOUN,NN,"‘ She wo n't have done that , ’ Chatterton said with conviction ."
twins,0,0,Correct,NOUN,NNS,"‘ So what are the twins , chances ? ’"
chances,0,0,Correct,NOUN,NNS,"‘ So what are the twins , chances ? ’"
like,0,0,Correct,SCONJ,IN,‘ Some like cattle .
cattle,0,0,Correct,NOUN,NNS,‘ Some like cattle .
Sorry,0,0,Correct,INTJ,UH,"‘ Sorry , Major ."
Major,0,0,Correct,ADJ,JJ,"‘ Sorry , Major ."
Sorry,0,0,Correct,INTJ,UH,‘ Sorry . ’
